,Sr. No.,State,Work,Work ID,IDA,MP Name,Constituency,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ ),expenditure_amount,threshold_proximity_pct,vendor_payout_velocity,vendor_cumulative_30d,cumulative_vendor_spend_vs_threshold_pct,mp_total_allocation,amount_to_mp_budget_pct,year_month,ida_monthly_txns,risk_output,risk_score
58446,58447,Karnataka,Construction of community centers and community halls,WS/MP18089/2025-2026/175183,KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA),K. RAJASHEKAR BASAVARAJ HITNAL,KOPPAL,2025-09-11,VIRUPAKSHAGOUDA,Payment Success,73967,73967.0,0.0,2,298967.0,0.03,147000000.0,0.050317687074829934,2025-09,1,"{'Work ID': 'WS/MP18089/2025-2026/175183', 'risk_score': 4.8, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 73967.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 2, 'cumulative_vendor_spend_vs_threshold_pct': 0.03, 'budget_impact_pct': 0.05, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.2422, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.0118}, {'feature': 'vendor_payout_velocity', 'value': 2, 'contribution_to_risk': -0.0115}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.03, 'contribution_to_risk': -0.0108}]}",4.8
58773,58774,Punjab,Installation of multi-gym equipment,WS/MP18153/2025-2026/187216,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),SHER SINGH GHUBAYA,FIROZPUR,2025-09-12,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,235424,235424.0,0.0,15,3579811.0,0.34,147000000.0,0.16015238095238096,2025-09,1,"{'Work ID': 'WS/MP18153/2025-2026/187216', 'risk_score': 8.3, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 235424.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 15, 'cumulative_vendor_spend_vs_threshold_pct': 0.34, 'budget_impact_pct': 0.16, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.2278, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.0121}, {'feature': 'expenditure_amount', 'value': 235424.0, 'contribution_to_risk': -0.0108}, {'feature': 'amount_to_mp_budget_pct', 'value': 0.16015238095238096, 'contribution_to_risk': -0.0073}]}",8.3
58515,58516,West Bengal,Street lights,WS/MP18251/2025-2026/195371,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SAYANI GHOSH,JADAVPUR,2025-09-12,MAA CONSTRUCTION SAIFUL ISLAM SARDAR,Payment Success,1279966,1279966.0,0.0,4,4276439.0,5.53,147000000.0,0.8707251700680272,2025-09,4,"{'Work ID': 'WS/MP18251/2025-2026/195371', 'risk_score': 44.9, 'risk_level': 'MEDIUM_RISK', 'is_anomaly': False, 'metrics': {'amount': 1279966.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 4, 'cumulative_vendor_spend_vs_threshold_pct': 5.53, 'budget_impact_pct': 0.87, 'ida_monthly_txns': 4}, 'raw_anomaly_score': 0.0786, 'top_contributing_features': [{'feature': 'expenditure_amount', 'value': 1279966.0, 'contribution_to_risk': 0.0608}, {'feature': 'amount_to_mp_budget_pct', 'value': 0.8707251700680272, 'contribution_to_risk': 0.0572}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 5.53, 'contribution_to_risk': 0.0317}]}",44.9
58516,58517,West Bengal,Street lights,WS/MP18251/2025-2026/195310,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),SAYANI GHOSH,JADAVPUR,2025-09-12,MAA CONSTRUCTION SAIFUL ISLAM SARDAR,Payment Success,858347,858347.0,0.0,4,4276439.0,5.53,147000000.0,0.5839095238095238,2025-09,4,"{'Work ID': 'WS/MP18251/2025-2026/195310', 'risk_score': 30.0, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 858347.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 4, 'cumulative_vendor_spend_vs_threshold_pct': 5.53, 'budget_impact_pct': 0.58, 'ida_monthly_txns': 4}, 'raw_anomaly_score': 0.1392, 'top_contributing_features': [{'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 5.53, 'contribution_to_risk': 0.0316}, {'feature': 'amount_to_mp_budget_pct', 'value': 0.5839095238095238, 'contribution_to_risk': 0.0297}, {'feature': 'expenditure_amount', 'value': 858347.0, 'contribution_to_risk': 0.0292}]}",30.0
58780,58781,Goa,Development of public parks,WS/MP571/2025-2026/228919,NORTH GOA(DISTRICT COLLECTOR NORTH GOA_IDA),Shripad Yesso Naik,NORTH GOA,2025-09-16,Amir Construction,Payment Success,3108723,3108723.0,0.05,1,3108723.0,0.05,147000000.0,2.114777551020408,2025-09,1,"{'Work ID': 'WS/MP571/2025-2026/228919', 'risk_score': 76.4, 'risk_level': 'CRITICAL_ANOMALY', 'is_anomaly': True, 'metrics': {'amount': 3108723.0, 'threshold_proximity_pct': 0.05, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.05, 'budget_impact_pct': 2.11, 'ida_monthly_txns': 1}, 'raw_anomaly_score': -0.0502, 'top_contributing_features': [{'feature': 'expenditure_amount', 'value': 3108723.0, 'contribution_to_risk': 0.1336}, {'feature': 'amount_to_mp_budget_pct', 'value': 2.114777551020408, 'contribution_to_risk': 0.132}, {'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.012}]}",76.4
58809,58810,West Bengal,Renovation of ponds and lakes,WS/MP823/2024-2025/139966,NADIA(DISTRICT MAGISTRATE NADIA_IDA),Ms Mahua Moitra,KRISHNANAGAR,2025-09-18,NIKHIL MANDAL,Payment Success,518968,518968.0,0.0,1,518968.0,0.0,159865046.0,0.32462881222953516,2025-09,1,"{'Work ID': 'WS/MP823/2024-2025/139966', 'risk_score': 8.7, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 518968.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.32, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.2263, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.0154}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.0108}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.0103}]}",8.7
58703,58704,Jharkhand,Construction of culverts and bridges,WS/MP18074/2024-2025/138719,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),KALI CHARAN MUNDA,KHUNTI(ST),2025-09-19,Junior Engineer Zila Parishad Ranchi Sunny Choudhary,Payment Success,198250,198250.0,0.0,2,427000.0,5.39,147000000.0,0.13486394557823128,2025-09,2,"{'Work ID': 'WS/MP18074/2024-2025/138719', 'risk_score': 11.9, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 198250.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 2, 'cumulative_vendor_spend_vs_threshold_pct': 5.39, 'budget_impact_pct': 0.13, 'ida_monthly_txns': 2}, 'raw_anomaly_score': 0.2132, 'top_contributing_features': [{'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 5.39, 'contribution_to_risk': 0.0272}, {'feature': 'vendor_payout_velocity', 'value': 2, 'contribution_to_risk': -0.0126}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.0115}]}",11.9
58788,58789,Telangana,Construction of community centers and community halls,WS/MP770/2025-2026/195209,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Sanjay Kumar Bandi,KARIMNAGAR,2025-09-19,G  KISHAN,Payment Success,199999,199999.0,0.0,2,349999.0,0.25,172775317.11,0.11575669681605481,2025-09,2,"{'Work ID': 'WS/MP770/2025-2026/195209', 'risk_score': 3.5, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 199999.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 2, 'cumulative_vendor_spend_vs_threshold_pct': 0.25, 'budget_impact_pct': 0.12, 'ida_monthly_txns': 2}, 'raw_anomaly_score': 0.2474, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 2, 'contribution_to_risk': -0.0123}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.0119}, {'feature': 'expenditure_amount', 'value': 199999.0, 'contribution_to_risk': -0.0094}]}",3.5
58702,58703,Jharkhand,Construction of buildings for community cultural activities,WS/MP18074/2024-2025/138716,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),KALI CHARAN MUNDA,KHUNTI(ST),2025-09-19,Junior Engineer Zila Parishad Ranchi Sunny Choudhary,Payment Success,228750,228750.0,0.0,2,427000.0,5.39,147000000.0,0.1556122448979592,2025-09,2,"{'Work ID': 'WS/MP18074/2024-2025/138716', 'risk_score': 12.1, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 228750.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 2, 'cumulative_vendor_spend_vs_threshold_pct': 5.39, 'budget_impact_pct': 0.16, 'ida_monthly_txns': 2}, 'raw_anomaly_score': 0.2123, 'top_contributing_features': [{'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 5.39, 'contribution_to_risk': 0.0263}, {'feature': 'vendor_payout_velocity', 'value': 2, 'contribution_to_risk': -0.0127}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.0115}]}",12.1
58682,58683,Assam,Construction of community centers and community halls,WS/MP18024/2025-2026/162144,JORHAT(DEPUTY COMMISSIONER JORHAT_IDA),GAURAV GOGOI,JORHAT,2025-09-22,SUBHASHIS MAHANTA,Payment Success,49686,49686.0,88.2,1,49686.0,88.2,147000000.0,0.0338,2025-09,1,"{'Work ID': 'WS/MP18024/2025-2026/162144', 'risk_score': 74.4, 'risk_level': 'MEDIUM_RISK', 'is_anomaly': True, 'metrics': {'amount': 49686.0, 'threshold_proximity_pct': 88.2, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 88.2, 'budget_impact_pct': 0.03, 'ida_monthly_txns': 1}, 'raw_anomaly_score': -0.0418, 'top_contributing_features': [{'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 88.2, 'contribution_to_risk': 0.1277}, {'feature': 'threshold_proximity_pct', 'value': 88.2, 'contribution_to_risk': 0.1209}, {'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.0127}]}",74.4
58834,58835,West Bengal,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP251/2025-2026/157769,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),Prof Sougata Ray,DUM DUM,2025-09-22,FARUK CONSTRUCTION,Payment Success,266111,266111.0,0.01,3,1107452.0,0.0,147000000.0,0.1810278911564626,2025-09,1,"{'Work ID': 'WS/MP251/2025-2026/157769', 'risk_score': 5.3, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 266111.0, 'threshold_proximity_pct': 0.01, 'vendor_30d_frequency': 3, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.18, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.2404, 'top_contributing_features': [{'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.0114}, {'feature': 'threshold_proximity_pct', 'value': 0.01, 'contribution_to_risk': -0.0113}, {'feature': 'vendor_payout_velocity', 'value': 3, 'contribution_to_risk': -0.011}]}",5.3
58981,58982,Kerala,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP353/2024-2025/145306,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Adv Dean Kuriakose,IDUKKI,2025-09-24,KERALA STATE ELECTRONICS DEVELOPMENT CORPORATION LTD,Payment Success,70414,70414.0,0.0,1,70414.0,0.0,147000000.0,0.04790068027210884,2025-09,7,"{'Work ID': 'WS/MP353/2024-2025/145306', 'risk_score': 1.5, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 70414.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.05, 'ida_monthly_txns': 7}, 'raw_anomaly_score': 0.2557, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.0132}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.0118}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.0118}]}",1.5
58982,58983,Kerala,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP352/2024-2025/142697,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Shri Hibi Eden,ERNAKULAM,2025-09-24,KERALA STATE ELECTRONICS DEVELOPMENT CORPORATION LTD,Payment Success,172076,172076.0,0.0,1,172076.0,0.0,162177260.11,0.10610365465743223,2025-09,7,"{'Work ID': 'WS/MP352/2024-2025/142697', 'risk_score': 0.8, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 172076.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.11, 'ida_monthly_txns': 7}, 'raw_anomaly_score': 0.2586, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.0134}, {'feature': 'ida_monthly_txns', 'value': 7, 'contribution_to_risk': -0.0131}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.0119}]}",0.8
58545,58546,Himachal Pradesh,Construction of public irrigation facilities,WS/MP18069/2025-2026/212368,KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),RAJEEV BHARDWAJ,KANGRA,2025-09-24,Sub Divisional Soil Conservation officer Dharamshala,Payment Success,200000,200000.0,0.0,1,200000.0,0.0,179388967.11,0.11148957665683054,2025-09,1,"{'Work ID': 'WS/MP18069/2025-2026/212368', 'risk_score': 3.4, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 200000.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.11, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.248, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.0133}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.0118}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.0115}]}",3.4
58977,58978,Kerala,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP352/2024-2025/142700,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Shri Hibi Eden,ERNAKULAM,2025-09-26,KERALA STATE ELECTRONICS DEVELOPMENT CORPORATION LTD,Payment Success,140828,140828.0,0.0,5,1087458.0,0.0,162177260.11,0.08683584856747521,2025-09,7,"{'Work ID': 'WS/MP352/2024-2025/142700', 'risk_score': 1.8, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 140828.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 5, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.09, 'ida_monthly_txns': 7}, 'raw_anomaly_score': 0.2544, 'top_contributing_features': [{'feature': 'ida_monthly_txns', 'value': 7, 'contribution_to_risk': -0.0124}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.0121}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.0118}]}",1.8
58543,58544,Gujarat,Construction of footpaths and pedestrian ways,WS/MP18055/2025-2026/179993,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,2025-09-26,BHOJPURA GRAM PANCHAYAT,Payment Success,200000,200000.0,0.0,1,200000.0,0.0,147000000.0,0.13605442176870747,2025-09,1,"{'Work ID': 'WS/MP18055/2025-2026/179993', 'risk_score': 3.5, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 200000.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.14, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.2475, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.0134}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.0117}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.0115}]}",3.5
58978,58979,Kerala,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP352/2024-2025/142687,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Shri Hibi Eden,ERNAKULAM,2025-09-26,KERALA STATE ELECTRONICS DEVELOPMENT CORPORATION LTD,Payment Success,352070,352070.0,0.27,5,1087458.0,0.0,162177260.11,0.21708962141868804,2025-09,7,"{'Work ID': 'WS/MP352/2024-2025/142687', 'risk_score': 3.7, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 352070.0, 'threshold_proximity_pct': 0.27, 'vendor_30d_frequency': 5, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.22, 'ida_monthly_txns': 7}, 'raw_anomaly_score': 0.2466, 'top_contributing_features': [{'feature': 'ida_monthly_txns', 'value': 7, 'contribution_to_risk': -0.0153}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.0118}, {'feature': 'vendor_payout_velocity', 'value': 5, 'contribution_to_risk': -0.0097}]}",3.7
58979,58980,Kerala,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP352/2024-2025/142694,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Shri Hibi Eden,ERNAKULAM,2025-09-26,KERALA STATE ELECTRONICS DEVELOPMENT CORPORATION LTD,Payment Success,70414,70414.0,0.0,5,1087458.0,0.0,162177260.11,0.043417924283737606,2025-09,7,"{'Work ID': 'WS/MP352/2024-2025/142694', 'risk_score': 2.5, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 70414.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 5, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.04, 'ida_monthly_txns': 7}, 'raw_anomaly_score': 0.2517, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.012}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.012}, {'feature': 'ida_monthly_txns', 'value': 7, 'contribution_to_risk': -0.0111}]}",2.5
58976,58977,Kerala,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP352/2024-2025/142693,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Shri Hibi Eden,ERNAKULAM,2025-09-26,KERALA STATE ELECTRONICS DEVELOPMENT CORPORATION LTD,Payment Success,352070,352070.0,0.27,5,1087458.0,0.0,162177260.11,0.21708962141868804,2025-09,7,"{'Work ID': 'WS/MP352/2024-2025/142693', 'risk_score': 3.7, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 352070.0, 'threshold_proximity_pct': 0.27, 'vendor_30d_frequency': 5, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.22, 'ida_monthly_txns': 7}, 'raw_anomaly_score': 0.2466, 'top_contributing_features': [{'feature': 'ida_monthly_txns', 'value': 7, 'contribution_to_risk': -0.0153}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.0118}, {'feature': 'vendor_payout_velocity', 'value': 5, 'contribution_to_risk': -0.0097}]}",3.7
58980,58981,Kerala,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP352/2024-2025/142692,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Shri Hibi Eden,ERNAKULAM,2025-09-27,KERALA STATE ELECTRONICS DEVELOPMENT CORPORATION LTD,Payment Success,352070,352070.0,0.27,6,1439528.0,0.0,162177260.11,0.21708962141868804,2025-09,7,"{'Work ID': 'WS/MP352/2024-2025/142692', 'risk_score': 4.0, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 352070.0, 'threshold_proximity_pct': 0.27, 'vendor_30d_frequency': 6, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.22, 'ida_monthly_txns': 7}, 'raw_anomaly_score': 0.2454, 'top_contributing_features': [{'feature': 'ida_monthly_txns', 'value': 7, 'contribution_to_risk': -0.0153}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.0118}, {'feature': 'threshold_proximity_pct', 'value': 0.27, 'contribution_to_risk': -0.0094}]}",4.0
58725,58726,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP352/2025-2026/164278,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Shri Hibi Eden,ERNAKULAM,2025-10-09,JOSEPH P V,Payment Success,1420515,1420515.0,0.0,1,1420515.0,0.0,162177260.11,0.8759026999448053,2025-10,3,"{'Work ID': 'WS/MP352/2025-2026/164278', 'risk_score': 31.5, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 1420515.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.88, 'ida_monthly_txns': 3}, 'raw_anomaly_score': 0.1331, 'top_contributing_features': [{'feature': 'expenditure_amount', 'value': 1420515.0, 'contribution_to_risk': 0.0619}, {'feature': 'amount_to_mp_budget_pct', 'value': 0.8759026999448053, 'contribution_to_risk': 0.0535}, {'feature': 'ida_monthly_txns', 'value': 3, 'contribution_to_risk': -0.0186}]}",31.5
58829,58830,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18202/2025-2026/188178,AZAMGARH(DISTRICT MAGISTRATE AZAMGARH_IDA),DHARMENDRA YADAV,AZAMGARH,2025-10-10,SHIVAM PRABHA CONSTRUCTION,Payment Success,2237428,2237428.0,0.0,1,2237428.0,0.0,147000000.0,1.5220598639455782,2025-10,1,"{'Work ID': 'WS/MP18202/2025-2026/188178', 'risk_score': 59.1, 'risk_level': 'MEDIUM_RISK', 'is_anomaly': False, 'metrics': {'amount': 2237428.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 1.52, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.0204, 'top_contributing_features': [{'feature': 'amount_to_mp_budget_pct', 'value': 1.5220598639455782, 'contribution_to_risk': 0.1065}, {'feature': 'expenditure_amount', 'value': 2237428.0, 'contribution_to_risk': 0.1021}, {'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.0144}]}",59.1
